root_id,cell_type,side,nt
512927,PEN_a(PEN1),right,acetylcholine
512928,EPG,right,acetylcholine
513032,PFL3,left,acetylcholine
513033,EPG,left,acetylcholine
513034,PFL2,left,acetylcholine
513217,LNO1,left,gaba
513266,PFL3,right,acetylcholine
513283,PEN_a(PEN1),left,acetylcholine
513284,EPG,right,acetylcholine
513346,ER3w_b,right,gaba
513379,ER5,right,gaba
513463,EPG,right,acetylcholine
513464,EPG,right,acetylcholine
513517,EPG,left,acetylcholine
513518,PFR_a,right,serotonin
513520,EPG,right,acetylcholine
513678,ER3w_b,right,gaba
514042,ER2_b,left,gaba
514043,IbSpsP,right,acetylcholine
514044,IbSpsP,right,acetylcholine
514045,PEN_a(PEN1),right,acetylcholine
514125,PEN_b(PEN2),left,acetylcholine
514126,EPG,right,acetylcholine
514180,ER3p_b,right,gaba
514405,PEN_a(PEN1),right,acetylcholine
514803,ER2_b,left,gaba
514997,ExR8,right,acetylcholine
515193,PFR_a,right,serotonin
515294,Delta7,left,glutamate
515295,PFNd,right,acetylcholine
515464,PFNd,left,acetylcholine
515675,EPG,right,acetylcholine
515760,ER4m,right,gaba
515761,ER3p_a,right,gaba
515933,ExR2,right,dopamine
515961,Delta7,left,glutamate
516110,ER6,right,gaba
516663,PFR_b,left,acetylcholine
516944,ER5,left,gaba
517059,ER2_a,left,gaba
517264,ER3w_a,right,gaba
517417,Delta7,left,glutamate
517418,PFNd,right,acetylcholine
517512,ExR2,left,dopamine
517602,ER3p_a,right,gaba
517603,ER3d_d,right,gaba
518194,PEN_b(PEN2),right,acetylcholine
518220,LNOa,right,glutamate
518375,PFL2,right,acetylcholine
518378,PFL3,right,acetylcholine
518607,PFNa,right,acetylcholine
518608,PFNa,right,acetylcholine
518609,PFNa,right,acetylcholine
518690,ER1_b,right,gaba
518830,PFR_b,right,acetylcholine
519140,EPG,left,acetylcholine
519144,EPG,left,acetylcholine
519328,EPG,left,acetylcholine
519329,ER3a_d,right,gaba
519331,Delta7,right,glutamate
519332,Delta7,right,glutamate
519346,PFL3,left,acetylcholine
519347,ER4m,right,gaba
519348,PFL1,left,acetylcholine
519349,PFL1,left,acetylcholine
519350,PFL1,left,acetylcholine
519351,PFL3,left,acetylcholine
519941,EPG,left,acetylcholine
520210,ExR8,right,acetylcholine
520468,ExR3,right,serotonin
520573,PFL2,right,acetylcholine
520575,PEG,right,acetylcholine
520579,PFL1,right,acetylcholine
520581,EPG,right,acetylcholine
520811,PFL3,right,acetylcholine
520812,EPG,right,acetylcholine
520817,ExR4,right,glutamate
520818,EPG,left,acetylcholine
521409,EPG,left,acetylcholine
521528,ER5,left,gaba
521534,ER5,left,gaba
521535,ER5,left,gaba
521634,PFNd,left,acetylcholine
521635,PFR_b,left,acetylcholine
521637,PFR_a,left,serotonin
521812,EPG,right,acetylcholine
521813,EPG,left,acetylcholine
521814,PEN_a(PEN1),right,acetylcholine
522745,ER2_c,left,gaba
522759,ER3d_d,left,gaba
522806,ER3d_c,right,gaba
522853,PFL2,right,acetylcholine
522972,ExR7,right,acetylcholine
522973,PEG,left,acetylcholine
522974,ExR8,left,acetylcholine
522991,ExR7,left,acetylcholine
522992,PEG,right,acetylcholine
522993,PFGs,left,serotonin
522994,Delta7,left,glutamate
523032,PFL3,left,acetylcholine
523034,PFL1,left,acetylcholine
523035,ER3a_a,right,gaba
523036,PFL1,left,acetylcholine
523786,EPG,right,acetylcholine
523788,ER3w_a,right,gaba
523806,PEG,right,acetylcholine
523807,PEG,left,acetylcholine
523816,ER1_b,left,gaba
524068,ER3d_b,left,gaba
524073,EPG,left,acetylcholine
524074,Delta7,left,glutamate
524075,ER2_d,left,gaba
524270,PFNd,left,acetylcholine
524351,PFR_a,right,serotonin
524654,PFGs,right,serotonin
524717,PEN_b(PEN2),left,acetylcholine
525061,PFGs,left,serotonin
525062,PEG,right,acetylcholine
526085,PFR_a,left,serotonin
526143,ER3w_b,left,gaba
526552,ER3w_b,right,gaba
526934,PFNm_a,right,acetylcholine
527150,ER3d_a,left,gaba
527199,ER3d_e,left,gaba
527297,ER5,right,gaba
527475,PFR_a,left,serotonin
527653,ER4d,left,gaba
529207,ER3p_a,right,gaba
529318,Delta7,right,glutamate
529330,ER3d_b,left,gaba
529385,PEN_b(PEN2),left,acetylcholine
529826,ER3a_a,right,gaba
529847,ER3m,left,gaba
530071,PFL3,left,acetylcholine
530339,ER3d_d,left,gaba
531009,PFR_b,left,acetylcholine
531755,PFR_a,left,serotonin
532637,ER3m,right,gaba
532800,PFR_b,right,acetylcholine
533062,ER3a_a,left,gaba
533135,PFNp_c,left,acetylcholine
533725,Delta7,left,glutamate
533727,IbSpsP,right,acetylcholine
534834,PFNp_c,right,acetylcholine
535347,PEG,right,acetylcholine
535488,PFNa,right,acetylcholine
536360,PFNa,left,acetylcholine
539328,PFGs,right,serotonin
541409,PFNp_b,right,acetylcholine
541755,PFR_a,left,serotonin
543506,EPGt,left,acetylcholine
544496,ER3a_c,right,gaba
544687,PFNa,left,acetylcholine
546594,PFNp_b,left,acetylcholine
548294,PFNp_c,left,acetylcholine
549508,IbSpsP,right,acetylcholine
553721,PFNp_b,left,acetylcholine
553847,PFNp_c,right,acetylcholine
555342,LPsP,right,acetylcholine
556346,EPG,left,acetylcholine
556347,EPG,right,acetylcholine
556502,LNO1,right,gaba
567101,PFL3,right,acetylcholine
568155,Delta7,left,glutamate
568502,ER5,right,gaba
